Devices,Run,Algorithm,VCSize,ExecutionTime,Density,Error,ApproximationRatio,GraphFile
19,4,Greedy,15,0.0,0.5789,0.0,1.0,graphs/N19_run4_Greedy.png
19,4,EdgeGreedy,18,0.0,0.5789,20.0,1.2,graphs/N19_run4_EdgeGreedy.png
19,5,BruteForce,16,482.1453,0.6667,0.0,1.0,graphs/N19_run5_BruteForce.png
19,5,Backtracking,16,89.2999,0.6667,0.0,1.0,graphs/N19_run5_Backtracking.png
19,5,Greedy,16,0.0,0.6667,0.0,1.0,graphs/N19_run5_Greedy.png
19,5,EdgeGreedy,18,0.0,0.6667,12.5,1.125,graphs/N19_run5_EdgeGreedy.png
20,1,BruteForce,17,1079.5522,0.8053,0.0,1.0,graphs/N20_run1_BruteForce.png
20,1,Backtracking,17,256.9816,0.8053,0.0,1.0,graphs/N20_run1_Backtracking.png
20,1,Greedy,17,0.0,0.8053,0.0,1.0,graphs/N20_run1_Greedy.png
20,1,EdgeGreedy,18,0.0,0.8053,5.8824,1.0588,graphs/N20_run1_EdgeGreedy.png
20,2,BruteForce,17,904.0322,0.6,0.0,1.0,graphs/N20_run2_BruteForce.png
20,2,Backtracking,17,181.915,0.6,0.0,1.0,graphs/N20_run2_Backtracking.png
20,2,Greedy,17,0.0,0.6,0.0,1.0,graphs/N20_run2_Greedy.png
20,2,EdgeGreedy,20,0.0,0.6,17.6471,1.1765,graphs/N20_run2_EdgeGreedy.png
20,3,BruteForce,17,1053.1268,0.7895,0.0,1.0,graphs/N20_run3_BruteForce.png
20,3,Backtracking,17,237.2103,0.7895,0.0,1.0,graphs/N20_run3_Backtracking.png
20,3,Greedy,18,0.9446,0.7895,5.8824,1.0588,graphs/N20_run3_Greedy.png
20,3,EdgeGreedy,20,0.0,0.7895,17.6471,1.1765,graphs/N20_run3_EdgeGreedy.png
20,4,BruteForce,18,958.6523,0.6316,0.0,1.0,graphs/N20_run4_BruteForce.png
20,4,Backtracking,18,290.7131,0.6316,0.0,1.0,graphs/N20_run4_Backtracking.png
20,4,Greedy,18,0.0,0.6316,0.0,1.0,graphs/N20_run4_Greedy.png
20,4,EdgeGreedy,20,1.0014,0.6316,11.1111,1.1111,graphs/N20_run4_EdgeGreedy.png
20,5,BruteForce,17,847.9722,0.5263,0.0,1.0,graphs/N20_run5_BruteForce.png
20,5,Backtracking,17,170.0132,0.5263,0.0,1.0,graphs/N20_run5_Backtracking.png
20,5,Greedy,17,0.0,0.5263,0.0,1.0,graphs/N20_run5_Greedy.png
20,5,EdgeGreedy,20,0.0,0.5263,17.6471,1.1765,graphs/N20_run5_EdgeGreedy.png
21,1,BruteForce,19,2291.5258,0.9524,0.0,1.0,graphs/N21_run1_BruteForce.png
21,1,Backtracking,19,907.892,0.9524,0.0,1.0,graphs/N21_run1_Backtracking.png
21,1,Greedy,19,6.9556,0.9524,0.0,1.0,graphs/N21_run1_Greedy.png
21,1,EdgeGreedy,20,0.0,0.9524,5.2632,1.0526,graphs/N21_run1_EdgeGreedy.png
21,2,BruteForce,17,1858.5527,0.5429,0.0,1.0,graphs/N21_run2_BruteForce.png
21,2,Backtracking,17,223.2411,0.5429,0.0,1.0,graphs/N21_run2_Backtracking.png
21,2,Greedy,17,0.0,0.5429,0.0,1.0,graphs/N21_run2_Greedy.png
21,2,EdgeGreedy,20,0.0,0.5429,17.6471,1.1765,graphs/N21_run2_EdgeGreedy.png
21,3,BruteForce,18,2130.7197,0.6905,0.0,1.0,graphs/N21_run3_BruteForce.png
21,3,Backtracking,18,379.4169,0.6905,0.0,1.0,graphs/N21_run3_Backtracking.png
21,3,Greedy,18,1.0002,0.6905,0.0,1.0,graphs/N21_run3_Greedy.png
21,3,EdgeGreedy,20,0.0,0.6905,11.1111,1.1111,graphs/N21_run3_EdgeGreedy.png
21,4,BruteForce,18,1966.6426,0.6905,0.0,1.0,graphs/N21_run4_BruteForce.png
21,4,Backtracking,18,453.8162,0.6905,0.0,1.0,graphs/N21_run4_Backtracking.png
21,4,Greedy,18,0.0,0.6905,0.0,1.0,graphs/N21_run4_Greedy.png
21,4,EdgeGreedy,20,0.0,0.6905,11.1111,1.1111,graphs/N21_run4_EdgeGreedy.png
21,5,BruteForce,18,2125.1254,0.6333,0.0,1.0,graphs/N21_run5_BruteForce.png
21,5,Backtracking,18,405.1139,0.6333,0.0,1.0,graphs/N21_run5_Backtracking.png
21,5,Greedy,18,1.0931,0.6333,0.0,1.0,graphs/N21_run5_Greedy.png
21,5,EdgeGreedy,20,0.0,0.6333,11.1111,1.1111,graphs/N21_run5_EdgeGreedy.png
22,1,BruteForce,19,3780.9584,0.5844,0.0,1.0,graphs/N22_run1_BruteForce.png
22,1,Backtracking,19,792.5022,0.5844,0.0,1.0,graphs/N22_run1_Backtracking.png
22,1,Greedy,19,0.0,0.5844,0.0,1.0,graphs/N22_run1_Greedy.png
22,1,EdgeGreedy,20,0.0,0.5844,5.2632,1.0526,graphs/N22_run1_EdgeGreedy.png
22,2,BruteForce,19,4166.7781,0.6494,0.0,1.0,graphs/N22_run2_BruteForce.png
22,2,Backtracking,19,751.7655,0.6494,0.0,1.0,graphs/N22_run2_Backtracking.png
22,2,Greedy,19,0.9189,0.6494,0.0,1.0,graphs/N22_run2_Greedy.png
22,2,EdgeGreedy,20,0.0,0.6494,5.2632,1.0526,graphs/N22_run2_EdgeGreedy.png
22,3,BruteForce,19,3765.4755,0.5931,0.0,1.0,graphs/N22_run3_BruteForce.png
22,3,Backtracking,19,736.7232,0.5931,0.0,1.0,graphs/N22_run3_Backtracking.png
22,3,Greedy,19,0.0,0.5931,0.0,1.0,graphs/N22_run3_Greedy.png
22,3,EdgeGreedy,20,1.0016,0.5931,5.2632,1.0526,graphs/N22_run3_EdgeGreedy.png
22,4,BruteForce,19,4182.4768,0.7489,0.0,1.0,graphs/N22_run4_BruteForce.png
22,4,Backtracking,19,813.6883,0.7489,0.0,1.0,graphs/N22_run4_Backtracking.png
22,4,Greedy,19,0.0,0.7489,0.0,1.0,graphs/N22_run4_Greedy.png
22,4,EdgeGreedy,20,0.0,0.7489,5.2632,1.0526,graphs/N22_run4_EdgeGreedy.png
22,5,BruteForce,19,4020.9503,0.658,0.0,1.0,graphs/N22_run5_BruteForce.png
22,5,Backtracking,19,633.744,0.658,0.0,1.0,graphs/N22_run5_Backtracking.png
22,5,Greedy,19,0.9992,0.658,0.0,1.0,graphs/N22_run5_Greedy.png
22,5,EdgeGreedy,22,0.0,0.658,15.7895,1.1579,graphs/N22_run5_EdgeGreedy.png
23,1,BruteForce,19,7302.6259,0.5968,0.0,1.0,graphs/N23_run1_BruteForce.png
23,1,Backtracking,19,1024.133,0.5968,0.0,1.0,graphs/N23_run1_Backtracking.png
23,1,Greedy,20,0.0,0.5968,5.2632,1.0526,graphs/N23_run1_Greedy.png
23,1,EdgeGreedy,22,0.0,0.5968,15.7895,1.1579,graphs/N23_run1_EdgeGreedy.png
23,2,BruteForce,20,6821.3031,0.6522,0.0,1.0,graphs/N23_run2_BruteForce.png
23,2,Backtracking,20,1437.149,0.6522,0.0,1.0,graphs/N23_run2_Backtracking.png
23,2,Greedy,20,0.999,0.6522,0.0,1.0,graphs/N23_run2_Greedy.png
23,2,EdgeGreedy,22,0.0,0.6522,10.0,1.1,graphs/N23_run2_EdgeGreedy.png
23,3,BruteForce,20,7639.0991,0.6403,0.0,1.0,graphs/N23_run3_BruteForce.png
23,3,Backtracking,20,1513.1311,0.6403,0.0,1.0,graphs/N23_run3_Backtracking.png
23,3,Greedy,21,0.0,0.6403,5.0,1.05,graphs/N23_run3_Greedy.png
23,3,EdgeGreedy,22,0.9997,0.6403,10.0,1.1,graphs/N23_run3_EdgeGreedy.png
23,4,BruteForce,21,7803.9935,0.5889,0.0,1.0,graphs/N23_run4_BruteForce.png
23,4,Backtracking,21,2361.0742,0.5889,0.0,1.0,graphs/N23_run4_Backtracking.png
23,4,Greedy,21,0.0,0.5889,0.0,1.0,graphs/N23_run4_Greedy.png
23,4,EdgeGreedy,22,0.0,0.5889,4.7619,1.0476,graphs/N23_run4_EdgeGreedy.png
23,5,BruteForce,20,8404.9549,0.7036,0.0,1.0,graphs/N23_run5_BruteForce.png
23,5,Backtracking,20,1580.1573,0.7036,0.0,1.0,graphs/N23_run5_Backtracking.png
23,5,Greedy,20,0.0,0.7036,0.0,1.0,graphs/N23_run5_Greedy.png
23,5,EdgeGreedy,22,0.0,0.7036,10.0,1.1,graphs/N23_run5_EdgeGreedy.png
24,1,BruteForce,20,14956.3179,0.5688,0.0,1.0,graphs/N24_run1_BruteForce.png
24,1,Backtracking,20,1713.1367,0.5688,0.0,1.0,graphs/N24_run1_Backtracking.png
24,1,Greedy,21,0.0,0.5688,5.0,1.05,graphs/N24_run1_Greedy.png
24,1,EdgeGreedy,22,0.0,0.5688,10.0,1.1,graphs/N24_run1_EdgeGreedy.png
24,2,BruteForce,21,17282.8796,0.6558,0.0,1.0,graphs/N24_run2_BruteForce.png
24,2,Backtracking,21,3085.7203,0.6558,0.0,1.0,graphs/N24_run2_Backtracking.png
24,2,Greedy,21,0.9999,0.6558,0.0,1.0,graphs/N24_run2_Greedy.png
24,2,EdgeGreedy,24,0.0,0.6558,14.2857,1.1429,graphs/N24_run2_EdgeGreedy.png
24,3,BruteForce,21,16663.1818,0.6377,0.0,1.0,graphs/N24_run3_BruteForce.png
24,3,Backtracking,21,2906.5306,0.6377,0.0,1.0,graphs/N24_run3_Backtracking.png
24,3,Greedy,21,0.0,0.6377,0.0,1.0,graphs/N24_run3_Greedy.png
24,3,EdgeGreedy,22,0.0,0.6377,4.7619,1.0476,graphs/N24_run3_EdgeGreedy.png
24,4,BruteForce,21,17316.0248,0.6341,0.0,1.0,graphs/N24_run4_BruteForce.png
24,4,Backtracking,21,2917.2699,0.6341,0.0,1.0,graphs/N24_run4_Backtracking.png
24,4,Greedy,21,0.0,0.6341,0.0,1.0,graphs/N24_run4_Greedy.png
24,4,EdgeGreedy,24,0.0,0.6341,14.2857,1.1429,graphs/N24_run4_EdgeGreedy.png
24,5,BruteForce,21,16866.0049,0.6703,0.0,1.0,graphs/N24_run5_BruteForce.png
24,5,Backtracking,21,3348.8982,0.6703,0.0,1.0,graphs/N24_run5_Backtracking.png
24,5,Greedy,21,0.9987,0.6703,0.0,1.0,graphs/N24_run5_Greedy.png
24,5,EdgeGreedy,24,0.0,0.6703,14.2857,1.1429,graphs/N24_run5_EdgeGreedy.png
25,1,BruteForce,22,32883.9245,0.68,0.0,1.0,graphs/N25_run1_BruteForce.png
25,1,Backtracking,22,7673.0924,0.68,0.0,1.0,graphs/N25_run1_Backtracking.png
25,1,Greedy,23,0.0,0.68,4.5455,1.0455,graphs/N25_run1_Greedy.png
25,1,EdgeGreedy,24,0.0,0.68,9.0909,1.0909,graphs/N25_run1_EdgeGreedy.png
25,2,BruteForce,21,33773.2525,0.5767,0.0,1.0,graphs/N25_run2_BruteForce.png
25,2,Backtracking,21,3725.7924,0.5767,0.0,1.0,graphs/N25_run2_Backtracking.png
25,2,Greedy,21,0.0,0.5767,0.0,1.0,graphs/N25_run2_Greedy.png
25,2,EdgeGreedy,24,0.0,0.5767,14.2857,1.1429,graphs/N25_run2_EdgeGreedy.png
25,3,BruteForce,22,29939.2138,0.61,0.0,1.0,graphs/N25_run3_BruteForce.png
25,3,Backtracking,22,6140.0485,0.61,0.0,1.0,graphs/N25_run3_Backtracking.png
25,3,Greedy,22,0.0,0.61,0.0,1.0,graphs/N25_run3_Greedy.png
25,3,EdgeGreedy,24,0.0,0.61,9.0909,1.0909,graphs/N25_run3_EdgeGreedy.png
25,4,BruteForce,22,34596.3633,0.7033,0.0,1.0,graphs/N25_run4_BruteForce.png
25,4,Backtracking,22,6043.2351,0.7033,0.0,1.0,graphs/N25_run4_Backtracking.png
25,4,Greedy,22,0.0,0.7033,0.0,1.0,graphs/N25_run4_Greedy.png
25,4,EdgeGreedy,24,0.0,0.7033,9.0909,1.0909,graphs/N25_run4_EdgeGreedy.png
25,5,BruteForce,22,37338.3851,0.77,0.0,1.0,graphs/N25_run5_BruteForce.png
25,5,Backtracking,22,6751.7588,0.77,0.0,1.0,graphs/N25_run5_Backtracking.png
25,5,Greedy,22,0.9902,0.77,0.0,1.0,graphs/N25_run5_Greedy.png
25,5,EdgeGreedy,24,0.0,0.77,9.0909,1.0909,graphs/N25_run5_EdgeGreedy.png
26,1,BruteForce,23,68947.119,0.6246,0.0,1.0,graphs/N26_run1_BruteForce.png
26,1,Backtracking,23,11596.0026,0.6246,0.0,1.0,graphs/N26_run1_Backtracking.png
26,1,Greedy,23,1.0893,0.6246,0.0,1.0,graphs/N26_run1_Greedy.png
26,1,EdgeGreedy,26,0.0,0.6246,13.0435,1.1304,graphs/N26_run1_EdgeGreedy.png
26,2,BruteForce,23,68173.1431,0.6431,0.0,1.0,graphs/N26_run2_BruteForce.png
26,2,Backtracking,23,12734.0412,0.6431,0.0,1.0,graphs/N26_run2_Backtracking.png
26,2,Greedy,23,1.0006,0.6431,0.0,1.0,graphs/N26_run2_Greedy.png
26,2,EdgeGreedy,26,0.0,0.6431,13.0435,1.1304,graphs/N26_run2_EdgeGreedy.png
26,3,BruteForce,23,70610.7843,0.6523,0.0,1.0,graphs/N26_run3_BruteForce.png
26,3,Backtracking,23,10784.3497,0.6523,0.0,1.0,graphs/N26_run3_Backtracking.png
26,3,Greedy,23,0.0,0.6523,0.0,1.0,graphs/N26_run3_Greedy.png
26,3,EdgeGreedy,24,0.0,0.6523,4.3478,1.0435,graphs/N26_run3_EdgeGreedy.png
26,4,BruteForce,22,60137.7244,0.5046,0.0,1.0,graphs/N26_run4_BruteForce.png
26,4,Backtracking,22,7334.0523,0.5046,0.0,1.0,graphs/N26_run4_Backtracking.png
26,4,Greedy,23,0.0,0.5046,4.5455,1.0455,graphs/N26_run4_Greedy.png
26,4,EdgeGreedy,26,0.0,0.5046,18.1818,1.1818,graphs/N26_run4_EdgeGreedy.png
26,5,BruteForce,23,69258.2858,0.6308,0.0,1.0,graphs/N26_run5_BruteForce.png
26,5,Backtracking,23,12260.2568,0.6308,0.0,1.0,graphs/N26_run5_Backtracking.png
26,5,Greedy,23,0.0,0.6308,0.0,1.0,graphs/N26_run5_Greedy.png
26,5,EdgeGreedy,26,1.0548,0.6308,13.0435,1.1304,graphs/N26_run5_EdgeGreedy.png
27,1,BruteForce,24,164662.4086,0.6923,0.0,1.0,graphs/N27_run1_BruteForce.png
27,1,Backtracking,24,26144.0244,0.6923,0.0,1.0,graphs/N27_run1_Backtracking.png
27,1,Greedy,24,0.0,0.6923,0.0,1.0,graphs/N27_run1_Greedy.png
27,1,EdgeGreedy,26,0.0,0.6923,8.3333,1.0833,graphs/N27_run1_EdgeGreedy.png
27,2,BruteForce,23,149453.7103,0.735,0.0,1.0,graphs/N27_run2_BruteForce.png
27,2,Backtracking,23,18162.1456,0.735,0.0,1.0,graphs/N27_run2_Backtracking.png
27,2,Greedy,24,0.0,0.735,4.3478,1.0435,graphs/N27_run2_Greedy.png
27,2,EdgeGreedy,26,1.0016,0.735,13.0435,1.1304,graphs/N27_run2_EdgeGreedy.png
27,3,BruteForce,24,143902.6036,0.5954,0.0,1.0,graphs/N27_run3_BruteForce.png
27,3,Backtracking,24,24728.4508,0.5954,0.0,1.0,graphs/N27_run3_Backtracking.png
27,3,Greedy,24,0.0,0.5954,0.0,1.0,graphs/N27_run3_Greedy.png
27,3,EdgeGreedy,26,0.0,0.5954,8.3333,1.0833,graphs/N27_run3_EdgeGreedy.png
27,4,BruteForce,24,127369.8919,0.6809,0.0,1.0,graphs/N27_run4_BruteForce.png
27,4,Backtracking,24,24288.7146,0.6809,0.0,1.0,graphs/N27_run4_Backtracking.png
27,4,Greedy,24,0.999,0.6809,0.0,1.0,graphs/N27_run4_Greedy.png
27,4,EdgeGreedy,26,0.0,0.6809,8.3333,1.0833,graphs/N27_run4_EdgeGreedy.png
27,5,BruteForce,24,140665.1897,0.6809,0.0,1.0,graphs/N27_run5_BruteForce.png
27,5,Backtracking,24,27643.9409,0.6809,0.0,1.0,graphs/N27_run5_Backtracking.png
27,5,Greedy,25,1.018,0.6809,4.1667,1.0417,graphs/N27_run5_Greedy.png
27,5,EdgeGreedy,26,0.0,0.6809,8.3333,1.0833,graphs/N27_run5_EdgeGreedy.png
28,1,BruteForce,24,287625.4666,0.6587,0.0,1.0,graphs/N28_run1_BruteForce.png
28,1,Backtracking,24,24196.7876,0.6587,0.0,1.0,graphs/N28_run1_Backtracking.png
28,1,Greedy,24,0.9913,0.6587,0.0,1.0,graphs/N28_run1_Greedy.png
28,1,EdgeGreedy,28,0.0,0.6587,16.6667,1.1667,graphs/N28_run1_EdgeGreedy.png
28,2,BruteForce,25,359705.1857,0.672,0.0,1.0,graphs/N28_run2_BruteForce.png
28,2,Backtracking,25,53149.9431,0.672,0.0,1.0,graphs/N28_run2_Backtracking.png
28,2,Greedy,25,0.9961,0.672,0.0,1.0,graphs/N28_run2_Greedy.png
28,2,EdgeGreedy,26,0.0,0.672,4.0,1.04,graphs/N28_run2_EdgeGreedy.png
28,3,BruteForce,25,308043.5746,0.6799,0.0,1.0,graphs/N28_run3_BruteForce.png
28,3,Backtracking,25,54179.0094,0.6799,0.0,1.0,graphs/N28_run3_Backtracking.png
28,3,Greedy,25,1.0252,0.6799,0.0,1.0,graphs/N28_run3_Greedy.png
28,3,EdgeGreedy,26,0.0,0.6799,4.0,1.04,graphs/N28_run3_EdgeGreedy.png
28,4,BruteForce,25,270824.8906,0.6164,0.0,1.0,graphs/N28_run4_BruteForce.png
28,4,Backtracking,25,58659.8861,0.6164,0.0,1.0,graphs/N28_run4_Backtracking.png
28,4,Greedy,25,1.0388,0.6164,0.0,1.0,graphs/N28_run4_Greedy.png
28,4,EdgeGreedy,28,0.0,0.6164,12.0,1.12,graphs/N28_run4_EdgeGreedy.png
28,5,BruteForce,25,298610.0981,0.6111,0.0,1.0,graphs/N28_run5_BruteForce.png
28,5,Backtracking,25,50617.0485,0.6111,0.0,1.0,graphs/N28_run5_Backtracking.png
28,5,Greedy,25,1.0004,0.6111,0.0,1.0,graphs/N28_run5_Greedy.png
28,5,EdgeGreedy,26,0.0,0.6111,4.0,1.04,graphs/N28_run5_EdgeGreedy.png
29,1,BruteForce,26,658146.6503,0.6355,0.0,1.0,graphs/N29_run1_BruteForce.png
29,1,Backtracking,26,99728.8234,0.6355,0.0,1.0,graphs/N29_run1_Backtracking.png
29,1,Greedy,27,1.5621,0.6355,3.8462,1.0385,graphs/N29_run1_Greedy.png
29,1,EdgeGreedy,28,0.0,0.6355,7.6923,1.0769,graphs/N29_run1_EdgeGreedy.png
29,2,BruteForce,25,673746.5611,0.5542,0.0,1.0,graphs/N29_run2_BruteForce.png
29,2,Backtracking,25,60057.7252,0.5542,0.0,1.0,graphs/N29_run2_Backtracking.png
29,2,Greedy,26,2.0001,0.5542,4.0,1.04,graphs/N29_run2_Greedy.png
29,2,EdgeGreedy,28,0.0,0.5542,12.0,1.12,graphs/N29_run2_EdgeGreedy.png
29,3,BruteForce,25,797280.9448,0.6158,0.0,1.0,graphs/N29_run3_BruteForce.png
29,3,Backtracking,25,92065.2692,0.6158,0.0,1.0,graphs/N29_run3_Backtracking.png
29,3,Greedy,25,3.0928,0.6158,0.0,1.0,graphs/N29_run3_Greedy.png
29,3,EdgeGreedy,28,0.0,0.6158,12.0,1.12,graphs/N29_run3_EdgeGreedy.png
29,4,BruteForce,26,905959.8837,0.6897,0.0,1.0,graphs/N29_run4_BruteForce.png
29,4,Backtracking,26,145475.8322,0.6897,0.0,1.0,graphs/N29_run4_Backtracking.png
29,4,Greedy,26,5.0013,0.6897,0.0,1.0,graphs/N29_run4_Greedy.png
29,4,EdgeGreedy,28,0.0,0.6897,7.6923,1.0769,graphs/N29_run4_EdgeGreedy.png
29,5,BruteForce,26,746573.6516,0.702,0.0,1.0,graphs/N29_run5_BruteForce.png
29,5,Backtracking,26,146705.8949,0.702,0.0,1.0,graphs/N29_run5_Backtracking.png
29,5,Greedy,26,0.0,0.702,0.0,1.0,graphs/N29_run5_Greedy.png
29,5,EdgeGreedy,28,0.9968,0.702,7.6923,1.0769,graphs/N29_run5_EdgeGreedy.png
30,1,BruteForce,26,1870984.5333,0.6805,0.0,1.0,graphs/N30_run1_BruteForce.png
30,1,Backtracking,26,155932.6665,0.6805,0.0,1.0,graphs/N30_run1_Backtracking.png
30,1,Greedy,26,20.2579,0.6805,0.0,1.0,graphs/N30_run1_Greedy.png
30,1,EdgeGreedy,28,2.043,0.6805,7.6923,1.0769,graphs/N30_run1_EdgeGreedy.png
30,2,BruteForce,27,1430802.9535,0.6115,0.0,1.0,graphs/N30_run2_BruteForce.png
30,2,Backtracking,27,298873.992,0.6115,0.0,1.0,graphs/N30_run2_Backtracking.png
30,2,Greedy,27,33.813,0.6115,0.0,1.0,graphs/N30_run2_Greedy.png
30,2,EdgeGreedy,28,3.1893,0.6115,3.7037,1.037,graphs/N30_run2_EdgeGreedy.png
30,3,BruteForce,26,1154361.4841,0.646,0.0,1.0,graphs/N30_run3_BruteForce.png
30,3,Backtracking,26,127818.7935,0.646,0.0,1.0,graphs/N30_run3_Backtracking.png
30,3,Greedy,27,12.85,0.646,3.8462,1.0385,graphs/N30_run3_Greedy.png
30,3,EdgeGreedy,28,0.0,0.646,7.6923,1.0769,graphs/N30_run3_EdgeGreedy.png
30,4,BruteForce,27,1414273.2401,0.823,0.0,1.0,graphs/N30_run4_BruteForce.png
30,4,Backtracking,27,229667.1529,0.823,0.0,1.0,graphs/N30_run4_Backtracking.png
30,4,Greedy,27,0.9058,0.823,0.0,1.0,graphs/N30_run4_Greedy.png
30,4,EdgeGreedy,28,1.0824,0.823,3.7037,1.037,graphs/N30_run4_EdgeGreedy.png
30,5,BruteForce,27,1396362.6311,0.6184,0.0,1.0,graphs/N30_run5_BruteForce.png
30,5,Backtracking,27,259517.117,0.6184,0.0,1.0,graphs/N30_run5_Backtracking.png
30,5,Greedy,27,18.9817,0.6184,0.0,1.0,graphs/N30_run5_Greedy.png
30,5,EdgeGreedy,30,0.9866,0.6184,11.1111,1.1111,graphs/N30_run5_EdgeGreedy.png
